医院,姓名,科室,评分,擅长,简介,医疗服务
复旦大学附属华山医院,陆九州,骨科,4.2,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。,orthopedics
复旦大学附属华山医院,吕飞舟,骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。,orthopedics
复旦大学附属华山医院,俞永林,骨科,4.2,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。,orthopedics
复旦大学附属华山医院,张权,骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。,orthopedics
复旦大学附属华山医院,余卫星,颌面外科,3.7,口腔颌面部肿瘤、颌面部创伤,主任医师，口腔颌面外科专科，在口腔颌面外科疾病诊治方面有丰富经验。,dental treatment
复旦大学附属华山医院,陈小东,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。,routine health screening
复旦大学附属华山医院,夏新雷,脊柱外科,3.7,脊柱外科常见病、多发病诊治,主任医师，脊柱外科专科，从事临床工作多年，具有丰富的临床经验。,orthopedics
复旦大学附属华山医院,李涛,结核病科,3.7,结核病科常见病、多发病诊治,主任医师，结核病科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
复旦大学附属华山医院,邵春红,精神科,3.7,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
复旦大学附属华山医院,施慎逊,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
复旦大学附属华山医院,王立伟,精神科,4.0,精神科常见病、多发病诊治,主任医师，精神科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
复旦大学附属华山医院,白玉龙,康复科,3.7,神经康复、骨科康复、疼痛康复,主任医师，康复科专科，在康复治疗方面有丰富经验。,Rehabilitation & Physiotherapy treatment
复旦大学附属华山医院,贾杰,康复科,3.7,神经康复、骨科康复、疼痛康复,主任医师，康复科专科，在康复治疗方面有丰富经验。,Rehabilitation & Physiotherapy treatment
复旦大学附属华山医院,吴毅,康复科,3.8,神经康复、骨科康复、疼痛康复,主任医师，康复科专科，在康复治疗方面有丰富经验。,Rehabilitation & Physiotherapy treatment
复旦大学附属华山医院,孙红英,口腔科,3.5,龋病、牙髓病、牙周病,主任医师，口腔科专科，在口腔疾病诊治方面有丰富经验。,dental treatment
复旦大学附属华山医院,梁伟民,麻醉科,3.9,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
复旦大学附属华山医院,余琼,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
复旦大学附属华山医院,周守静,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
复旦大学附属华山医院,丁强,泌尿外科,3.8,泌尿系结石、前列腺疾病、泌尿系肿瘤,主任医师，泌尿外科专科，在泌尿外科疾病诊治方面有丰富经验。,robotic surgery
复旦大学附属华山医院,吴忠,泌尿外科,4.0,泌尿系结石、前列腺疾病、泌尿系肿瘤,主任医师，泌尿外科专科，在泌尿外科疾病诊治方面有丰富经验。,robotic surgery
复旦大学附属华山医院,夏国伟,泌尿外科,3.7,泌尿系结石、前列腺疾病、泌尿系肿瘤,主任医师，泌尿外科专科，在泌尿外科疾病诊治方面有丰富经验。,robotic surgery
复旦大学附属华山医院,邹和建,免疫科,3.6,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。,routine health screening
复旦大学附属华山医院,程梅芬,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
复旦大学附属华山医院,闻杰,内分泌科,4.1,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
复旦大学附属华山医院,叶红英,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
复旦大学附属华山医院,张朝云,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。,routine health screening
复旦大学附属华山医院,陈连军,皮肤性病科,4.1,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,陈明华,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,杜娟,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,杜荣昌,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,方丽华,皮肤性病科,4.1,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,方栩,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,傅雯雯,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,韩凌,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,黄琼,皮肤性病科,4.0,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,黄雯,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,李锋,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,李巍,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,梁俊,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,卢忠,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,陆小年,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,罗燕,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,骆肖群,皮肤性病科,4.0,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,马英,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,孙翔,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,唐慧,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,王家俊,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,王月华,皮肤性病科,4.2,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,吴文育,皮肤性病科,4.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,项蕾红,皮肤性病科,4.0,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,徐金华,皮肤性病科,4.0,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,杨勤萍,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,于宁,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,张超英,皮肤性病科,3.8,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,张成锋,皮肤性病科,4.2,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,郑志忠,皮肤性病科,4.0,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
复旦大学附属华山医院,朱敏,皮肤性病科,3.9,过敏性皮肤病、色素性皮肤病、皮肤肿瘤、性传播疾病,主任医师，皮肤科专科，从事皮肤病临床诊疗工作多年。,hair transplant; skin care
